text,label
ONTARIO SUPERIOR COURT OF JUSTICE ,court
 Reeves v. Russell ,dec_name
LEONARD REEVES and REEVES LAND CORPORATION Plaintiffs and EDWARD RUSSELL and 1434285 ONTARIO INC.Defendants,counsel
"Henderson, J. ",judge
"The parties shall contact the trial coordinator to arrange for the presentation of any submissions regarding costs, and the trial of the balance of the issues in this action. ",outcome
"I make the following findings of fact as to the actual use 143 made of the property, outside of the demised premises, between August 2003 and March 2006. 1. The flying season during which the runways are capable of use extends from May 1st to October 31st each year. 2. There are three runways on the property: a) a gravel runway that runs parallel to the QEW; b) a north/south grass runway; and c) an east/west grass runway. 3. 143 holds an annual Air-show on the demised premises and on other parts of the property for three days in June each year. During the Air- show, 143 uses a Car Parking area and an Aircraft Parking area, both of which are shown in the diagram marked as Exhibit 17, and both of which extend onto the property well beyond the boundaries of the demised premises. The north/south grass runway is the primary runway for the Air-show and is regularly used during the three days of the Air-show. The gravel runway may be used during the Air-show if a heavier plane lands on the property. For the purpose of setting up and disassembling the Air-show, 143 requires the use of these two runways, the Car Parking area, and the Aircraft Parking area for one to two days in advance of the Air-show and another one to two days after the conclusion of the Air-show.",facts
ONTARIO SUPERIOR COURT OF JUSTICE ,court
"Ramdath v. George Brown College, ",dec_name
KATRINA RAMDATH and ZSOLT KOVESSY Plaintiffs and THE GEORGE BROWN COLLEGE OF APPLIED ARTS AND TECHNOLOGY Defendant,counsel
G. R. Strathy J. ,judge
"For these reasons, and subject to the modifications I have made, this action will be certified as a class proceeding. Counsel shall prepare an order, in the form contemplated by s. 8 of the C.P.A. If they are unable to agree on the form of order a case conference may be arranged. If the parties are unable to agree on the costs of the motion, written submissions may be delivered to me care of Judges’ Administration. Counsel shall agree on a timetable for the filing of costs submissions. ",outcome
"The Plaintiff Zsolt Kovessy lives in Toronto, Ontario. He enrolled in the Program in September 2007 and successfully completed it in April 2008, having previously obtained a post- graduate Business Management Certificate from George Brown.The Plaintiff Katrina Ramdath lives in Mississauga, Ontario. She enrolled in the Program in January 2008, and successfully completed it in August, 2008. Before registering in the Program, Ms. Ramdath had completed the International Trade Certificate and the Advanced International Trade Certificate at George Brown.",facts
ONTARIO SUPERIOR COURT OF JUSTICE ,court
 Coast-to-Coast Industrial Development Co. v. 1657483 Ontario Inc. ,dec_name
"COUNSEL: Michael R. Kestenberg, for the Plaintiff David Preger, for the Defendants",counsel
G.R. Strathy J. ,judge
"In summary, and in conclusion, I find that 165 shall pay to Coast: (a) the agreed sum of $239,246.94 for principle and $76.44 for interest under the first mortgage; (b) the total sum of $17,936.78 for realty and land transfer taxes; (c) the sum of $20,000, all inclusive, for legal costs recoverable under the mortgage; and (d)the sum of $3,644.50 for the environmental study carried out by Cambridge Material.If further submissions, including submissions as to costs, are required as a result of this order, they may be addressed in writing according to a timetable to be agreed upon by counsel.",outcome
"The parties appeared before me for the taking of accounts under the plaintiff’s mortgage further to my decision dated December 4, 2009: Coast-to-Coast Industrial Development Co. v. 1657483 Ontario Inc.,  O.J. No. 5212, 88 R.P.R. (4th) 86. The background is set out in my endorsement but some repetition and elaboration is necessary in order to put the issues in context.The property in question is a 41 foot by 100 foot lot, located at the southwest corner of Queen Street East and Laing Avenue in the City of Toronto (the “Property”). It contains an 8,000 square feet, two-storey industrial/commercial building, constructed around 1947. The plaintiff, Coast-to-Coast Industrial Development Co. Limited, (""Coast"") acquired it in about 1965 and leased it to a variety of manufacturing tenants over the years until it was sold in June 2003.",facts
ONTARIO SUPERIOR COURT OF JUSTICE ,court
 R. v. Smith ,dec_name
HER MAJESTY THE QUEEN and CHRISTOPHER SMITH Respondent Applicant,counsel
John S. Poupore Superior Court Justice,judge
"On February 22, 2010, Christopher Smith appeared before Justice of the Peace M. Kitler on a show cause hearing. At that time, the charges were criminal negligence, aggravated assault, failure to provide necessaries of life and assault. The first three charges involve a child, and the last involves the accused’s common-law spouse. Immediately prior to this review hearing, the Crown laid a fresh information adding the charge of manslaughter as a result of the child’s death. Both Crown and defence requested that the bail review proceed on the fresh information. Mr. Smith is presumed innocent. This presumption remains with him unless and until he is convicted. Punishment plays no role at this stage of the proceedings. The Charter of Rights and Freedoms guarantees all who are charged with a criminal offence not to be denied bail without just cause. Section 515 of the Criminal Code defines the circumstances under which bail may be denied, notwithstanding this presumption of innocence.",outcome
"Christopher Smith shall be released on a recognizance of bail upon the following
conditions: 1. A recognizance with the three sureties proposed in the amount of $2,500 each, without deposit; 2. Curfew: Not to be away from your place of residence, except in accordance with this recognizance or in the presence of one of your sureties or in a rehabilitation setting and, in any event, not between the hours of 11 P.M. and 6 A.M.; 3. Remain within the jurisdiction of the court; 4. Reside at 148 Armand Crescent, Chelmsford in the presence at all times of at least one of your sureties and to be amenable to the rules of that home as set out by any surety; 5. Appear in person at all scheduled hearings of this matter;6. To attend immediately for assessment for alcohol abuse and to follow through with such treatment and therapy as is recommended, and/or suggested, by any surety and/or counsellor;7. Not to possess, purchase or consume alcohol absolutely and not to attend any place where alcohol is dispensed, except in the company of a surety and only for the purpose of consuming a meal; 8. Not to possess, purchase or consume any illegal drugs or drugs that are not prescribed specifically for yourself; 9. Not to possess, or have custody or control of any firearm or any other offensive weapon or any ammunition or explosive substance and not to reside where such items are stored; 10. Non communication or association, directly or indirectly, with Angele Bertrand, or persons not approved by a surety. Not to attend Angele Bertrand’s place of residence, work or school; 11. Keep the peace and be of good behaviour.",facts
SUPERIOR COURT OF JUSTICE - ONTARIO ,court
 Young v. Barhani ,dec_name
"COUNSEL: A. Young, in Person K. O. Lewis, for the Respondent",counsel
SPROAT J. ,judge
Stacey is but two years old. The parties need to focus on Stacey’s best interests. Like it or not the parties will need to communicate and cooperate in relation to Stacey’s care and upbringing for the next 15-20 years. Resolving some or all of the issues I have referred to would be a step in the right direction.Upon receipt of the C.A.S. information the parties may arrange an appointment before me by calling my assistant at the number indicated in the cover letter or email that accompanies this endorsement.,outcome
"Mr. Young brought a motion before me on April 1, 2010, seeking to review the decision of O’Connor J. made on February 25, 2010 varying the access schedule. He also requests that Ms. Barhani’s parents be required to provide criminal record checks as a condition of continuing to have access to Stacey. He also seeks to set aside the costs Order made by O’Connor J.Corbett J. has been appointed to case supervise this proceeding and the first case supervision is scheduled for Monday, April 12, 2010 at 2:15 p.m. The purpose of this endorsement is primarily to summarize what I understand to be the issues and positions in order to make the supervision hearing as productive as possible.",facts
ONTARIO SUPERIOR COURT OF JUSTICE ,court
 R. v. Vaduva ,dec_name
"
HER MAJESTY THE QUEEN and SORIN CLAUDIU VADUVA Respondent Appellant",counsel
McNamara J. ,judge
The appeal is dismissed. ,outcome
"This is an appeal by Sorin Vaduva of his conviction on a charge of assaulting a police officer, contrary to s. 270, of the Criminal Code of Canada, made by the Honourable Justice B. Ryan of the Ontario Court of Justice on June 2, 2009. ",facts
SUPERIOR COURT OF JUSTICE – ONTARIO ,court
 Nortel Networks Corporation (Re) ,dec_name
"COUNSEL: Derrick Tay and Jennifer Stam, for the Applicants J. A. Carfagnini, G. Rubenstein, M. Wagner and C. Armstrong, for Ernst & Young Inc., Monitor Susan Philpott, for the Former Employees and Disabled Employees Kevin Zych, for the Informal Nortel Noteholder Group
Arthur Jacques, for the Nortel Canada Current Employees Deborah McPhail, for the Superintendent of Financial Services (non-PBGF) Alex MacFarlane, for the Official Unsecured Creditors’ Committee of Nortel Networks Inc. Ken Rosenberg and Lily Harmer, for the Superintendent of Financial Services of the Pension Benefit Guarantee Fund (PBGF) Rupert Chartrand and Adam Hirsh, for the Nortel Board of Directors Robin Schwill, for Nortel Networks UK Limited (In Administration) Pamela Huff, for Northern Trust Company, Canada Barry Wadsworth, for the CAW-Canada Joel P. Rochon and Sakie Tambakos, for the Opposing Long-Term Disability Employees
Guy Martin, In Person, on behalf of Marie Josee Perrault",counsel
MORAWETZ J. ,judge
"The Amended and Restated Settlement Agreement is not perfect but, in my view, under the circumstances, it balances competing interests of all stakeholders and represents a fair and reasonable compromise, and accordingly, it is appropriate to approve same.A formal order giving effect to the foregoing was prepared by counsel to the Applicants. Nothing in the order granted, including in particular paragraphs 5 and 11, is intended to prevent the Northern Trust Company, Canada, from claiming and recovering its fees and expenses from the trust funds, as it may be entitled pursuant to law and the trust agreements. All rights of the Northern Trust Company, Canada to recover its fees and expenses and any right of indemnification from the HWT and Pension Plan trust assets that it may have under the terms of the HWT trust or the Pension Plan trusts or under applicable law are not affected or prejudiced by the order.I would again like to express my appreciation to all counsel for the quality of their written and oral submissions. The efforts of the Former Employees’ Representatives, the LTD Representative and Representative Counsel are specifically recognized for the dignified manner in which they have discharged their responsibilities.",outcome
"In view of obvious overlap between the Settlement Agreement and the Amended and Restated Settlement Agreement, it is appropriate to incorporate, by reference, the March 26, 2010 reasons (the “March 26 Reasons”) into this endorsement. The March 26 Reasons are reported at 2010 ONSC 1708. ",facts
SUPERIOR COURT OF JUSTICE - ONTARIO ,court
 Marentette v. Amherstburg Police ,dec_name
"COUNSEL:  Stephen R. Marentette, for the Plaintiff Edward J. Posliff, Esq. for the Defendants",counsel
Justice B.T. Granger ,judge
"The plaintiff shall be entitled to recover costs against the defendant in the amount of $7,500 plus taxable disbursements plus G.S.T. ",outcome
"The plaintiff sought damages, exclusive of interest, in the total amount of $227,326.48 consisting of vacation hours ($48,823.68), lost pension benefits ($78,502.80) and punitive damages for bad faith ($100,000). The plaintiff, in general terms contended that he was entitled to damages because the written employment contract dated October 2003, as amended to reflect his retirement date of December 31, 2005, and his annual salary for the year 2005 was not the complete agreement between the parties.",facts
SUPERIOR COURT OF JUSTICE - ONTARIO ,court
 Hassan v. London Police ,dec_name
"COUNSEL: Faisal Joseph, for the plaintiff (Responding Party) Elizabeth M. Traynor, for the defendants (Moving Party)",counsel
Justice B.T. Granger ,judge
"The plaintiff’s action, Court File No. 64322 in the Superior Court of Justice (Ontario) against the London Police Services Board, Nathan Campbell, Paul Gedies, Natasha Wright, Chris McCoy, Brent Anderson and Kevin Heslop is stayed pending the decision of the arbitrator on the grievance filed by Hassan and further order of this court. The parties may make written submissions on costs of this motion within 30 days.",outcome
"The plaintiff, Omar Hassan (“Omar”), was, at all material times, a faithful, competent and loyal employee of the Defendant, London Police Services Board (the “Police”) as a Police Constable. Omar was alleged to be associated with a “person of interest” who had ties to organized crime, solely because of a perception that he was of Middle Eastern origin. This baseless allegation about Omar was communicated to multiple police officers, which lead to an internal investigation.6. Omar was eventually told that he would not have been subject to such an internal investigation if he was of Caucasian descent. 7. When Omar asked for an apology, he was told that he could lose opportunities for advancement within the London Police Board if he chose to pursue the matter. 8. The baseless investigation of Omar was then further disclosed publically by a senior Sargeant to his sub-ordinates, further humiliating Omar. 9. Therefore, Omar was routinely harassed by his fellow police officers in regard to the investigation launched against him and the allegations thereunder.",facts
SUPERIOR COURT OF JUSTICE - ONTARIO ,court
 Kozhani v. Gelbart ,dec_name
"COUNSEL: G. Robson, for the plaintiffs J. Vieira, for the defendants",counsel
Justice B.T. Granger ,judge
"Accordingly, an order shall go: 1) Allowing the proposed amendment; 2) Allowing the defence to conduct a further examination for discovery of Hanife Kozhani; 3) Requiring Hanife Kozhani to attend on Dr. Sam Ozersky for psychiatric assessment on April 12, 2010 at 2:00 p.m. at 86 Glen Park Avenue, North York, Ontario, M6B 2C4; 4) Allowing Kendra Vellone to conduct an occupational therapy and attendant care assessment report of Hanife Kozhani at her residence in Kitchener, Ontario on June 8, 2010 commencing at 11:00 a.m. Counsel may make written submissions on costs of these motions within 30 days.",outcome
"This action and these motions arise out of a motor vehicle accident that occurred on April 25, 2003. The statement of claim was issued on January 25, 2005. In the statement of claim, Hanife Kozhani alleges that as a result of the negligence of the defendants she suffered impairments to her neck, back, shoulders and legs. She indicates that she suffers headaches, dizziness, depression and anxiety arising out of the injuries which she suffered in the motor vehicle accident. ",facts
SUPERIOR COURT OF JUSTICE - ONTARIO ,court
 Combined Air v. Flesch ,dec_name
COUNSEL: Daniel F. Chitiz for the Defendants William Flesch and WJM Investments / Moving Parties Kenneth C. Hill for the Defendants James Searle and Service Sheet Metal / Moving Parties J. Gardner Hodder and Guillermo Schible for the Plaintiffs / Responding Parties,counsel
Belobaba J. ,judge
"The defendants’ motions for summary judgment are granted. The action against William Flesch, WJF Investments Inc., James Searle and Services Sheet Metal Inc. is dismissed with costs. If the parties are unable to agree on costs, I will be pleased to receive brief written submissions from the defendants within 10 days and from the plaintiffs within 7 days thereafter.I am very much obliged to counsel for their co-operation and assistance.",outcome
"In 2003, Bill Flesch and Jim Searle formed a partnership called Combined Air Mechanical Services to sell and service heating, ventilation and air conditioning systems in the commercial and industrial market. Flesch owned two-thirds of the partnership through his holding company Combined Air Mechanical Services Ltd. (now WJF Investments Inc.) and Searle one-third through his company, Service Sheet Metal. In June, 2006, Flesch and Searle sold their interests in Combined Air to two companies controlled by Vicken Aharonian, Combined Air Mechanical Services Inc. and Dravo Manufacturing. The parties executed a comprehensive Acquisition of Partnership Interests Agreement (“the Acquisition Agreement”) which contained a number of restrictive covenants. Both Flesch and Searle agreed to stay on as key employees for a defined term and signed separate employment agreements with Combined Air. In late 2006, a dispute about whether Aharonian had improperly removed funds from Combined Air was resolved by the parties as follows. The outstanding amounts were to be repaid immediately and the Flesch and Searle employment agreements could be terminated by either party on thirty days notice.",facts
SUPERIOR COURT OF JUSTICE - ONTARIO ,court
 MacDonald-Sauer v. Sauer ,dec_name
"COUNSEL: Stanley P. Jaskot, for the Respondent John Sauer
David J. Sherman, for the applicant Ms. MacDonald-Sauer",counsel
"Turnbull, J ",judge
"It is ordered that the applicant shall pay an equalization payment to the respondent of $61,122.13 and that such equalization payment shall bear post judgment interest at the rate of 4 per cent per annum. In all other respects, the Judgment is confirmed.",outcome
"This trial of this matter was heard and written reasons for judgment were released to the parties on September 11, 2009. I have subsequently received written submissions with respect to costs from counsel for the two parties.At the outset, I must say that this trial required the court to decide a great number of issues. Some of the evidence overlapped on such matters as the income of Mr. Sauer and his related responsibility for child support and extraordinary expenses.",facts
SUPERIOR COURT OF JUSTICE - ONTARIO ,court
 Kipling v. Gray ,dec_name
"R. McNeeley, for the Applicant Father, Kirk Kipling Respondent Mother, Heather Gray in person B. Locke, Counsel for York Region Child and Family Services",counsel
McGee J.,judge
"I exercise my inherent jurisdiction to temporarily vary the father’s order for sole custody during this period of transition to recognize that each parent shall be responsible for the children and able to make all care decisions while in his or her charge. Major decisions, or emergency health care require consultation between the parents. Each parent is to support the other parent by encouraging and fostering a positive relationship between the children and the other parent. ",outcome
"For a very short period of time, Mr. Kipling and Ms. Gray lived as a couple with their two children, Kyla born in 1997 and Kevin, born in 1998. Since the parents separated in 2002, there has been a long history of difficult periods, including CAS involvement. From time to time the children have resided with each parent, most recently with their father. The children remained with their father after the separation, with access to their mother. A Children’s Lawyer Report in 2003 found that the father had been physically abusive towards the children and that he sometimes neglected their care. In May of 2003, the children were moved to their mother’s residence within a framework of joint custody, by order of Justice Boyko.The children again moved to their father’s residence on August 21, 2006 following on the mother’s charge of drinking and driving. Terms of a CAS supervision order were eventually satisfied by a Family Court Order which placed the children in their father’s custody.The situation appears to have been stable over most of the last three and a half years, but for Kyla’s breakdown within her father’s blended family. On March 22, 2010, following on a week with her mother, she refused to return to her father’s home. My endorsement of March 23rd sets out the details of that event and the temporary disposition, pending this Motion, which followed a lengthy Case Conference yesterday.",facts
ONTARIO SUPERIOR COURT OF JUSTICE ,court
 Bezanson v. Bezanson ,dec_name
"J. Buttin, for the Applicant M. Riddel, for the Respondent",counsel
THE HONOURABLE MR. JUSTICE M. D. PARAYESKI ,judge
"Success has been divided. If, notwithstanding this observation by the Court, the parties cannot agree upon the issue of costs, they may make brief, written submissions in this regard (not more than 2 typed pages each) on or before April 30th, 2010. Any such submissions should be sent to the attention of Justice Parayeski at Kitchener.Judgment accordingly.",outcome
"The applicant husband and the respondent wife were married on August 28th, 1998. There are two children of the marriage, Bryanne Bezanson, who was born on March 17th, 1997, and Gavin Bezanson, who was born on July 7th, 1999. The parties finally separated, after a series of trial separations and unsuccessful reconciliations, in July of 2006. To their credit, they have resolved all of the issues between them, save that of child support. The husband does not dispute that he is obliged to pay child support to the wife, at the rate contained in the guidelines ",facts
SUPERIOR COURT OF JUSTICE - ONTARIO ,court
" Hill v. Hill, 2010 ONSC 2036 ",dec_name
Self-represented Self-represented,counsel
The Honourable Mr. Justice M. D. Parayeski,judge
"At the end of the two year extension granted herein, either party may seek review. There shall be no order as to costs of this hearing.",outcome
"On August 8th, 2005, Mr. Justice Turnbull ordered that the respondent pay to the applicant spousal support at the rate of $200.00 per month for four years. At the end of those four years, either party was at liberty to seek review. That period has elapsed, and both parties have sought review. The applicant wants the spousal support to continue, and the respondent wants it to end. ",facts
SUPERIOR COURT OF JUSTICE - ONTARIO ,court
 Gulley v. Gulley ,dec_name
"Wilma Gulley, Applicant, self-represented
John Kenneth Gulley, Respondent, self-represented",counsel
The Honourable Mr. Justice P.B. Hambly,judge
"This order is made without prejudice to the applicant bringing a motion to claim retroactive child support against the respondent, in accordance with the principle set out by the Supreme Court of Canada in the judgment of Justice Bastarache ",outcome
"Mrs. Gulley lives alone with Laura. Mr. Gulley lives with his common law wife, who is
employed. Mrs. Gulley resides in Barrie. She has made several trips to Kitchener to respond to the respondent’s application at considerable cost to her. Notwithstanding that this was a settlement conference, the parties are content that I make an order that settles the disputes between them.",facts
ONTARIO SUPERIOR COURT OF JUSTICE ,court
 Green Island International Inc. v. RBC Dominion Securities Inc. et al ,dec_name
"Brian A. Banfield, for the Responding Party/Plaintiff Jason M. Squire, for the Moving Party/Defendant, RBC Dominion Securities Inc.",counsel
"Maddalena, T. ",judge
"Further, I conclude that in a review of the costs outline of the plaintiff, the rates charged by plaintiff’s counsel as detailed therein are not unreasonable. Wherever practical, the services of counsel charging a lesser hourly rate were utilized as well as services of articling students and legal assistants whose rates charged are also reasonable Having considered all those factors outlined in Rule 57.01(1), and considering the overriding principle of what is fair and reasonable, my order is that the defendant RBC shall pay to the plaintiff Green Island International, for costs, the amount of $14,000 inclusive of disbursements and GST payable within 30 days.",outcome
"On February 3, 2010 I released my endorsement regarding this daylong motion heard at St. Catharines, Ontario on September 4, 2009. I have now received and reviewed costs submissions of the parties. Green Island requests full indemnity costs fixed at $45,231.77, inclusive of disbursements and GST, payable forthwith in accordance with Rule 20.06 and the plaintiff’s bill of costs dated February 11, 2010. The defendant, RBC, submits there should be no costs awarded to the plaintiff. The defendant submits even if the court is inclined to order costs, it should be on a partial indemnity basis. Further, it submits the amount claimed by the plaintiff is excessive and there is no proper bill of costs submitted to the court.",facts
SUPERIOR COURT OF JUSTICE - ONTARIO ,court
 Dor-Control Craftsmen Limited v. Young ,dec_name
"Michael J. Walsh, for the Plaintiff No one appearing, for the Defendants",counsel
Daley J. ,judge
"The plaintiff has provided an undertaking in accordance with Rule 40.03, of the Rules of Civil Procedure, that it will abide by any order concerning damages that the court may make, if it ultimately appears that the granting of the injunction has caused damage to any party enjoined by the injunction.",outcome
"The plaintiff moves, without notice, and seeks various relief including an interim Mareva injunction restraining the defendants from disposing of, or otherwise dealing with certain monies and assets. The record shows that the plaintiff employed the defendant Paulette Young, also known as Paulette E. Young, also known as Edainey Young, also known as Paulette Harris, also known as Edainey Harris (""Young"") in the period between November 2, 2009 and March 26, 2010 as an accountant/bookkeeper.",facts
"ONTARIO
SUPERIOR COURT OF JUSTICE",court
 H & M Hennes & Mauritz Inc. v. T.E.C. Leaseholds Limited,dec_name
H & M Hennes & Mauritz Inc. T.E.C. Leaseholds Limited Applicant Respondent,counsel
Allen J. ,judge
"If the parties are not able to settle costs, they shall deliver written submissions and a costs outline (3 pages or less, bound and tabbed) within 30 days of this Order with an additional 7 days for reply if necessary. The parties shall promptly advise the court if costs are settled. ORDER Order accordingly.",outcome
"The Applicant H&M Hennes & Mauritz Inc. (ìH&Mî) seeks an interpretation of a lease (ìthe Leaseî) under Rule 14.05 of the Rules of Civil Procedure entered into with the Respondent T.E.C. Leaseholds Limited (ìthe Landlordî). T.E.C. Leaseholds Limited is a subsidiary of The Cadillac Fairview Limited, a retail property management company that manages numerous shopping centres and malls in Toronto, including the Toronto Eaton Centre in downtown Toronto. H&M is a store leasing retail space in Eaton Centre and is a wholly-owned subsidiary of the parent company, H&M Hennes & Mauritz Inc., A.B., a Swedish company and one of the worldís leading clothing retailers.",facts
ONTARIO SUPERIOR COURT OF JUSTICE ,court
 R. v. Menard ,dec_name
HER MAJESTY THE QUEEN and SHAWN ROBERT MENARD Respondent Appellant,counsel
McNamara J. ,judge
"In the circumstances, then, the appeal is dismissed. ",outcome
"This is an appeal by Shawn Robert Menard of his conviction on a charge of operating a motor vehicle, while his blood alcohol content was over .08 contrary to s. 253(b) of the Criminal Code of Canada, made by the Honourable Justice D. K. Kirkland of the Ontario Court of Justice on November 12, 2008. By the date this appeal was argued the only outstanding issue related to the appellant’s argument that the learned trial judge did not adequately deal with the issue of “bolus drinking”. Bolus drinking is generally described as the consumption of a quantity of alcohol immediately before or after the driving in issue.",facts
SUPERIOR COURT OF JUSTICE - ONTARIO ,court
 Chenier v. Menzies & Coulson et al ,dec_name
"John J. Cardill, Counsel, for the Plaintiff J. Stephen Cavanagh, Counsel, for the Defendants",counsel
Rutherford J. ,judge
"In fixing costs for these motions I am cognizant that the matter is complex and required a good deal of preparation. Counsel were engaged in argument for the better part of two hours and Mr. Cavanagh stood by all morning as well. Mr. Cardill was engaged in another matter most of the morning. I think these motions must be blamed, at least in part, on the shifting procedures being adopted by the plaintiff, even though he has secured all the relief he sought at this point. I think an appropriate costs award in the circumstance is that the plaintiff receives costs fixed at $6,000 from the defendants within thirty (30) days.",outcome
"The defendant solicitors defended the plaintiff successfully on three civil actions tried together in 2005. He was billed and paid the defendants’ fees greatly in excess of what they had estimated when retained. The actions were appealed and the defendants continued to act for the plaintiff in the Court of Appeal, where again, the plaintiff succeeded, as a matter of law, in that the appeals were dismissed. When accounts were rendered for the appeal work, the plaintiff balked and the solicitors moved to assess the accounts. The plaintiff moved to include the earlier accounts in the assessment but the 12 month period in the Solicitors Act had passed and leave on a showing of special circumstances was required.",facts
ONTARIO SUPERIOR COURT OF JUSTICE ,court
 Adams v. Anderson,dec_name
"Jeffrey Radnoff, counsel for the plaintiff Gordon Hills, counsel for the defendant, ) Jim Blencoe.
) Allison Laing: Self-represented.",counsel
Darla A. Wilson J. ,judge
"The action is dismissed. Under the circumstances, there shall be no order as to costs. ",outcome
"This is an action for damages for unjust enrichment or contribution or indemnity brought by the Plaintiff, Glenn Adams, (hereinafter referred to as “Adams”) against the various Defendants all of whom worked at Wray’s Fire Protection Limited (hereinafter referred to as “Wray’s”). The Defendant Allison Laing (hereinafter referred to as “Laing”) filed a Statement of Defence and the Defendant Jim Blencoe (hereinafter referred to as “Blencoe”) filed a Statement of Defence and Crossclaim and both participated in the trial. The Trial Record indicates that judgment was obtained against the Defendants James Anderson (hereinafter referred to as “Anderson”) and Michael Budden (hereinafter referred to as “Budden”). The status of the claim against Richard Baird (hereinafter referred to as “Baird”) is unclear. ",facts
"ONTARIO
SUPERIOR COURT OF JUSTICE",court
 Nicolas v. Bowers ,dec_name
VICTORIA NICOLAS and CARLOS NICOLAS Plaintiffs JOSEPH BOWERS Defendant,counsel
GANS J.,judge
I cannot leave this judgment without observing that the recent decisions of the Ontario Court of Appeal are reminders to trial judges that s. 267.5(5) of the Insurance Act exacts a threshold which an injured plaintiff must cross before recovering a jury award. It does not by definition create a complete or even a partial barrier as is often implied in the arguments of counsel for the defendants.,outcome
"It was Mr. Day’s position, based on the case law that he distilled for me, in particular the decision of the Ontario Court of Appeal in Meyer v. Bright and the decision of various judges of this court, in particular Xiao v. Gilkes,  O.J. No. 735 (Sup. Ct.) (QL), and Sasso v. Copeland,  O.J. No. 5226 (Sup. Ct.) (QL), ",facts
 Novia v. Saccoia,dec_name
SUPERIOR COURT OF JUSTICE - ONTARIO,court
Master Joan Haberman,judge
"Halpert, A.S., for the plaintiff, moving party",counsel
"Riswick, A., for the defendant estate, responding party",counsel
"The motion was brought to dismiss the action under Rule 24.01, as it 
was not set down within 6 months of the close of pleadings. We are, in 
fact, far beyond that deadline.",facts
"The claim was issued in 1988. Pursuant to it, the plaintiff Novia 
sought a declaration that she was a beneficiary and the true owner of 
the property in issue. She sought, as well, damages of $50,000 against 
Salvatore Saccoia for slander of title and deceit and a further $25,000
for punitive damages. On January 17, 1989, Novia obtained a 
certificate of pending litigation against the property, which remains on title to this day.",facts
"In 1970, in Clairmonte v. Canadian Imperial Bank of Commerce, 
 3 O.R. 97, 12 D.L.R. (3d) 425, the Ontario Court of Appeal 
adopted the test set out in the English decision of Allen v. Sir Alfred 
McAlpine & Sons Ltd., (1086) 1 All E.R. 543: Unless the court is satisfied that either the default has been intentional 
and contumelious, or that the inexcusable delay for which the plaintiff 
or his lawyers have been responsible has been such as to give rise to 
the substantial risk that a fair trial of the issues in the litigation will 
not be possible at the earliest date at which, as a result of the delay, the 
action would come to trial if it were allowed to continue.",outcome
"In Woodheath Developments Ltd. v. Goldman Can LII-2001 28019, 
Master Dash reviewed the relevant case law through the years and 
concluded that, even in the absence of delay that was intentional and 
contumelious, the court could dismiss an action for delay in the 
following circumstances:

The delay, caused by the plaintiff or his counsel, was inordinate and inexcusable;

The delay gives rise to a presumption of prejudice, in the sense that a fair trial

would not be possible by the time the matter was likely to get to trial;

Inordinate delay will give rise to a presumption of prejudice, as the memories of witnesses tend to fade;

Undue delay after the expiry of the applicable limitation period will also result in a presumption of prejudice;

Where a presumption of prejudice arises, the onus is on the plaintiff to rebut the presumption;

The presumption of prejudice would be displayed, on proper evidence, to the effect that the outcome at trial would not be dependent on the memory of witnesses, that the witnesses that are available recall their evidence in detail or that the case turns largely on the documents;

If the plaintiff does rebut the presumption of prejudice, the onus shifts to the defendant to lead convincing evidence of actual prejudice.",outcome
RBC Life Insurance Company v. Monaco et al,dec_name
SUPERIOR COURT OF JUSTICE - ONTARIO,court
BIELBY J.,judge
"U. SPAONE, for the RESPONDENT PIERO MONACO",counsel
"P. TRUDELLE, for the RESPONDENT CAROL RATE (As Guardian for JUSTINE RATE)",counsel
"Counsel for Carol Rate also submits that since Mr. Monaco 
failed to prove the fraud that he alleged, costs should be 
paid on a higher scale. Authorities were submitted in 
support of this position. Counsel seeks costs on a 
substantial indemnity basis throughout.",facts
"Counsel for Mr. Monaco states that Carol Rate should be 
held responsible for Michael Byrne’s failure to honour his 
undertakings. Mr. Byrne’s is not a party to this litigation but 
was a witness on behalf of Ms. Rate and filed an affidavit on 
her behalf. To some extent I agree with that, although note 
that a motion for third party records could have been brought.",facts
"Counsel for Mr. Monaco submits that no costs should be 
awarded or alternatively, if they are awarded, they should 
only be awarded on a partial indemnity basis throughout.

",facts
"Counsel for Mr. Monaco submits that the time alleged spent 
on the file and hourly rates claimed are excessive. He also 
takes issue with the fees paid to the expert Diane Kruger.",facts
"Accordingly, on a partial indemnity basis to May 19, 2008, and on a substantial indemnity basis thereafter, I will allow fees of $35,000.00, plus GST of $1,750.00.",outcome
"I will allow disbursements in accordance with my earlier findings of $11,837.31 plus GST of $562.42.",outcome
The costs allowed shall be paid by Piero Monaco to Carol Rate.,outcome
"Beattie v. Grudinski, Garcia, Garcia, Lindsay, Laidlaw and Reed",dec_name
SUPERIOR COURT OF JUSTICE OF ONTARIO,court
The Honourable Mr. Justice J. R. Turnbull,judge
Ashley R. Gnyus for the Applicant,counsel
Coun Frank J. Kosturik for Defendant,counsel
Lindsay,counsel
"The within action arises from a motor vehicle accident that occurred 
on March 16, 2000. The Plaintiff alleges that she was injured while 
she was a passenger in the car operated by the Defendant. The 
Plaintiff's Statement of Claim was issued on March 14, 2002.",facts
